# DETECTION BENCHMARK RESULTS - column glossary
# ----------------------------------------------------------------------
# Model               LLM model id used to score this run
# Filename            Source artifact analyzed (EVTX file or CSV stem)
# Difficulty          Tag from metadata.json: easy / medium / hard
# Test Set            A=Known Pattern, B=Obfuscated, C=Noise-heavy, D=Benign
# Status              processed | error | context_exceeded
# Malicious           Model verdict: YES (attack) or NO (routine/benign)
# Confidence %        Heuristic confidence from response structure quality, not model-stated (0-100)
# Alignment %         Share of cited evidence found verbatim in source (0-100)
# Structure Valid     Response parsed cleanly into the required sections
# Event IDs           Event IDs extracted from the model's EVIDENCE block
# Processes           Process names extracted from the model's EVIDENCE block
# Accounts            Account names extracted from the model's EVIDENCE block
# Commands            Command lines / script blocks extracted from EVIDENCE
# Network             IPs / hostnames / shares extracted from EVIDENCE
# Registry            Registry keys / values extracted from EVIDENCE
# Hallucination %     Share of cited evidence not found in source events (0-100)
# Response Time (s)   Wall-clock seconds from prompt sent to response received
# Extraction (6)      Did the model find the right evidence? (0-6)
# Interpretation (6)  Did it correctly explain what the evidence implies? (0-6)
# NoHallucination (4) 4 = no fabricated evidence, 0 = heavy fabrication
# Reasoning (4)       Quality of the chain of reasoning in EXPLANATION (0-4)
# Total (20)          Sum of the four criteria above (0-20)
# Grade               Letter grade from Total: A>=17, B>=14, C>=10, D<10
# LLM Response        Full raw text the model returned, before any parsing
#
# Skip these lines in pandas:  pd.read_csv(path, comment='#')
# ----------------------------------------------------------------------
Model,Filename,Difficulty,Test Set,Status,Malicious,Confidence %,Alignment %,Structure Valid,Event IDs,Processes,Accounts,Commands,Network,Registry,Hallucination %,Response Time (s),Extraction (6),Interpretation (6),NoHallucination (4),Reasoning (4),Total (20),Grade,LLM Response
claude-opus-4-8,BENIGN-ID1-Admin PowerShell routine diagnostic.csv,,,processed,NO,100.0,100.0,YES,1,"powershell.exe, C:\Windows\explorer.exe",OFFSEC\admin,"powershell.exe Get-Service -Name W32Time, powershell.exe Get-EventLog -LogName System -Newest 10",,,0.0,3.73,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: powershell.exe, C:\Windows\explorer.exe
- Accounts: OFFSEC\admin
- Commands: powershell.exe Get-Service -Name W32Time, powershell.exe Get-EventLog -LogName System -Newest 10
- Network: None
- Registry: None

EXPLANATION:
Both events show an administrator running routine PowerShell diagnostic cmdlets (Get-Service and Get-EventLog) launched interactively from explorer.exe in a standard session. The commands query service status and system event logs without encoding, obfuscation, downloads, or persistence, which is consistent with normal administrative activity."
claude-opus-4-8,BENIGN-ID4698-Windows Update scheduled task.csv,,,processed,NO,100.0,87.5,YES,4698,usoclient.exe,SYSTEM,%windir%\system32\usoclient.exe StartInstall,,,0.0,4.78,5.2,6.0,4.0,3,18.2,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4698
- Processes: usoclient.exe
- Accounts: SYSTEM
- Commands: %windir%\system32\usoclient.exe StartInstall
- Network: None
- Registry: None

EXPLANATION:
This event shows a scheduled task creation by the SYSTEM account for the standard Windows Update Orchestrator maintenance task, executing the legitimate usoclient.exe with the StartInstall argument. The task is authored by Microsoft Corporation and located in the standard \Microsoft\Windows\UpdateOrchestrator path, consistent with routine Windows Update operations rather than malicious activity."
claude-opus-4-8,BENIGN-ID1-GPO refresh by SYSTEM via gpupdate.csv,,,processed,NO,100.0,100.0,YES,"1, 1502","C:\Windows\System32\gpupdate.exe, C:\Windows\System32\svchost.exe",NT AUTHORITY\SYSTEM,"gpupdate /force, C:\Windows\system32\svchost.exe -k netsvcs -p -s gpsvc",\\rootdc1.offsec.lan,,0.0,4.04,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1, 1502
- Processes: C:\Windows\System32\gpupdate.exe, C:\Windows\System32\svchost.exe
- Accounts: NT AUTHORITY\SYSTEM
- Commands: gpupdate /force, C:\Windows\system32\svchost.exe -k netsvcs -p -s gpsvc
- Network: \\rootdc1.offsec.lan
- Registry: None

EXPLANATION:
The signed Microsoft gpupdate.exe was launched by svchost.exe running the Group Policy service (gpsvc), which is the normal parent for policy refresh operations. The subsequent GroupPolicy event 1502 shows successful processing (ErrorCode 0) against the domain controller, consistent with routine policy application. There are no indicators of malicious behavior."
claude-opus-4-8,BENIGN-ID1000-Defender scheduled quick scan.csv,,,processed,NO,100.0,100.0,YES,"1000, 1001",,NT AUTHORITY\SYSTEM,,,,0.0,3.48,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1000, 1001
- Processes: None
- Accounts: NT AUTHORITY\SYSTEM
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
These events show Microsoft Defender Antivirus starting (1000) and completing (1001) a routine quick scan under the SYSTEM account with a success result code (0x00000000). This is standard scheduled antivirus activity with no indicators of compromise."
claude-opus-4-8,BENIGN-ID1-WSUS update scan via wuauclt.csv,,,processed,NO,100.0,100.0,YES,1,"wuauclt.exe, svchost.exe",NT AUTHORITY\SYSTEM,"wuauclt.exe /detectnow /updatenow, C:\Windows\system32\svchost.exe -k netsvcs -p -s wuauserv",,,0.0,3.87,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: wuauclt.exe, svchost.exe
- Accounts: NT AUTHORITY\SYSTEM
- Commands: wuauclt.exe /detectnow /updatenow, C:\Windows\system32\svchost.exe -k netsvcs -p -s wuauserv
- Network: None
- Registry: None

EXPLANATION:
The wuauclt.exe process runs from the legitimate System32 path, is signed by Microsoft Corporation, and was launched by the standard svchost.exe hosting the wuauserv (Windows Update) service. The command line ""/detectnow /updatenow"" is consistent with routine Windows Update operations, indicating benign activity."
claude-opus-4-8,BENIGN-ID1-Authorised MSI install via SCCM.csv,,,processed,NO,100.0,100.0,YES,"1, 11707","msiexec.exe, C:\Windows\CCM\CcmExec.exe","OFFSEC\sccm-deploy, NT AUTHORITY\SYSTEM","msiexec.exe /i ""\\sccm01.offsec.lan\Apps\7zip\7z2408-x64.msi"" /qn",sccm01.offsec.lan,,0.0,4.40,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1, 11707
- Processes: msiexec.exe, C:\Windows\CCM\CcmExec.exe
- Accounts: OFFSEC\sccm-deploy, NT AUTHORITY\SYSTEM
- Commands: msiexec.exe /i ""\\sccm01.offsec.lan\Apps\7zip\7z2408-x64.msi"" /qn
- Network: sccm01.offsec.lan
- Registry: None

EXPLANATION:
This is a routine software deployment where the SCCM agent (CcmExec.exe) silently installs 7-Zip 24.08 from a corporate distribution share via msiexec. The parent-child chain (CcmExec.exe → msiexec.exe), the signed Microsoft Installer, the legitimate publisher (Igor Pavlov), and the successful install status (11707) are all consistent with normal enterprise software management activity."
claude-opus-4-8,BENIGN-ID4624-AD replication health probe by DC.csv,,,processed,NO,100.0,100.0,YES,4624,,"ROOTDC1$, ROOTDC2$",,10.23.10.2,,0.0,3.95,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4624
- Processes: None
- Accounts: ROOTDC1$, ROOTDC2$
- Commands: None
- Network: 10.23.10.2
- Registry: None

EXPLANATION:
This is a single successful logon (Event 4624) using Kerberos authentication between two domain controller machine accounts (ROOTDC1$ and ROOTDC2$), which is typical of routine DC-to-DC communication and replication. The network logon type 3 with Kerberos and a machine account source is consistent with normal Active Directory operations. No suspicious processes, commands, or privilege escalation patterns are present."
claude-opus-4-8,BENIGN-ID1-Admin MMC console session via RDP.csv,,,processed,NO,100.0,100.0,YES,1,"mmc.exe, explorer.exe",OFFSEC\admin,"""C:\Windows\System32\mmc.exe"" C:\Windows\System32\dsa.msc",,,0.0,3.70,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: mmc.exe, explorer.exe
- Accounts: OFFSEC\admin
- Commands: ""C:\Windows\System32\mmc.exe"" C:\Windows\System32\dsa.msc
- Network: None
- Registry: None

EXPLANATION:
An administrator launched the Microsoft Management Console (mmc.exe) to open the Active Directory Users and Computers snap-in (dsa.msc), a signed Microsoft binary executed from explorer.exe. This is routine administrative activity consistent with normal directory management, with no suspicious parent-child chain, command-line obfuscation, or network indicators present."
claude-opus-4-8,BENIGN-ID1-SCCM creates patch deployment scheduled task.csv,,,processed,NO,100.0,100.0,YES,1,"schtasks.exe, CcmExec.exe",NT AUTHORITY\SYSTEM,"schtasks.exe /create /tn ""Microsoft\Configuration Manager\Patch Compliance Scan"" /xml ""C:\Windows\CCM\Tasks\PatchScan.xml"" /f",,,0.0,4.85,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: schtasks.exe, CcmExec.exe
- Accounts: NT AUTHORITY\SYSTEM
- Commands: schtasks.exe /create /tn ""Microsoft\Configuration Manager\Patch Compliance Scan"" /xml ""C:\Windows\CCM\Tasks\PatchScan.xml"" /f
- Network: None
- Registry: None

EXPLANATION:
The scheduled task creation is initiated by CcmExec.exe (the SCCM/Configuration Manager client agent) using a legitimate Microsoft-signed schtasks.exe to register a patch compliance scan task from a standard CCM XML file. The parent-child process chain, signed binaries, and use of a documented management directory (C:\Windows\CCM\) are consistent with routine endpoint management activity rather than an attack."
claude-opus-4-8,BENIGN-ID1-Helpdesk audits Domain Admins membership.csv,,,processed,YES,100.0,100.0,YES,1,"net.exe, cmd.exe",OFFSEC\helpdesk-svc,"net.exe group ""Domain Admins"" /domain",,,0.0,3.84,6.0,2.0,4.0,4,16.0,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 1
- Processes: net.exe, cmd.exe
- Accounts: OFFSEC\helpdesk-svc
- Commands: net.exe group ""Domain Admins"" /domain
- Network: None
- Registry: None

EXPLANATION:
A service account (helpdesk-svc) spawned net.exe via cmd.exe to enumerate members of the ""Domain Admins"" group, a classic Active Directory reconnaissance technique used to identify privileged accounts. This domain group enumeration from an interactive command shell is consistent with attacker discovery activity rather than routine helpdesk operations."
claude-opus-4-8,BENIGN-ID1-SCCM hardware inventory via wmic.csv,,,processed,NO,100.0,100.0,YES,1,"WMIC.exe, CcmExec.exe",NT AUTHORITY\SYSTEM,wmic.exe /namespace:\\root\ccm path SMS_Client get ClientVersion /format:list,,,0.0,4.36,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: WMIC.exe, CcmExec.exe
- Accounts: NT AUTHORITY\SYSTEM
- Commands: wmic.exe /namespace:\\root\ccm path SMS_Client get ClientVersion /format:list
- Network: None
- Registry: None

EXPLANATION:
This event shows WMIC.exe spawned by CcmExec.exe (the SCCM client agent) querying the SMS_Client ClientVersion in the root\ccm namespace, which is standard System Center Configuration Manager client inventory/version-check behavior. The parent-child relationship (CcmExec.exe launching WMIC) and the benign read-only query are consistent with routine endpoint management rather than malicious activity."
claude-opus-4-8,BENIGN-ID1-GPO applies registry policy via reg add.csv,,,processed,NO,100.0,90.0,YES,1,"reg.exe, svchost.exe",NT AUTHORITY\SYSTEM,"reg.exe add ""HKLM\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\AU"" /v NoAutoUpdate /t REG_DWORD /d 0 /f",,HKLM\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\AU,0.0,4.50,5.4,6.0,4.0,3,18.4,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: reg.exe, svchost.exe
- Accounts: NT AUTHORITY\SYSTEM
- Commands: reg.exe add ""HKLM\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\AU"" /v NoAutoUpdate /t REG_DWORD /d 0 /f
- Network: None
- Registry: HKLM\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\AU

EXPLANATION:
The reg.exe command was launched by svchost.exe running the Group Policy service (gpsvc) as NT AUTHORITY\SYSTEM, which is the normal mechanism for applying Group Policy registry settings. The value being set (NoAutoUpdate=0) actually enables automatic updates rather than disabling protections, and the parent-child process chain is consistent with legitimate policy enforcement. This is routine administrative configuration activity."
claude-opus-4-8,BENIGN-ID1-SCCM enforces firewall domain profile via netsh.csv,,,processed,NO,100.0,100.0,YES,1,"netsh.exe, CcmExec.exe",NT AUTHORITY\SYSTEM,netsh.exe advfirewall set domainprofile state on,,,0.0,4.34,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: netsh.exe, CcmExec.exe
- Accounts: NT AUTHORITY\SYSTEM
- Commands: netsh.exe advfirewall set domainprofile state on
- Network: None
- Registry: None

EXPLANATION:
This event shows netsh.exe enabling (turning ON) the domain profile firewall, which strengthens rather than weakens host security. The parent process is CcmExec.exe (SCCM/Configuration Manager client), indicating routine enterprise configuration management activity. Both the action and the legitimate signed parent process are consistent with benign administrative policy enforcement."
claude-opus-4-8,BENIGN-ID1-Windows Update bitsadmin patch transfer.csv,,,processed,NO,100.0,90.0,YES,1,"bitsadmin.exe, svchost.exe",NT AUTHORITY\SYSTEM,bitsadmin.exe /transfer WU_Maintenance /priority normal http://download.windowsupdate.com/c/msdownload/update/software/secu/2025/09/x.cab C:\Windows\SoftwareDistribution\Download\x.cab,download.windowsupdate.com,,0.0,4.82,5.4,6.0,4.0,3,18.4,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 1
- Processes: bitsadmin.exe, svchost.exe
- Accounts: NT AUTHORITY\SYSTEM
- Commands: bitsadmin.exe /transfer WU_Maintenance /priority normal http://download.windowsupdate.com/c/msdownload/update/software/secu/2025/09/x.cab C:\Windows\SoftwareDistribution\Download\x.cab
- Network: download.windowsupdate.com
- Registry: None

EXPLANATION:
While bitsadmin.exe is commonly abused for downloads (LOLBin), this instance is launched by the legitimate BITS service host (svchost.exe -k netsvcs -p -s BITS) and downloads from the official Microsoft Windows Update domain to the SoftwareDistribution\Download folder. The parent process, target URL, and destination path are all consistent with normal Windows Update maintenance activity rather than malicious behavior."
claude-opus-4-8,BENIGN-ID4624-Service logon for Veeam Backup Service.csv,,,processed,NO,100.0,100.0,YES,4624,C:\Windows\System32\services.exe,"BKP01$, svc-veeam",,,,0.0,4.46,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4624
- Processes: C:\Windows\System32\services.exe
- Accounts: BKP01$, svc-veeam
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
This is a Logon Type 5 (service logon) on a backup server (bkp01.offsec.lan) where the service account svc-veeam is started by services.exe under the SYSTEM context, which is routine behavior for a Veeam backup service. The absence of a network source, the local system initiator (S-1-5-18), and the consistent host/account naming all indicate normal scheduled service startup rather than malicious activity."
claude-opus-4-8,BENIGN-ID4624-Batch logon for Update Orchestrator task.csv,,,processed,NO,100.0,100.0,YES,4624,C:\Windows\System32\services.exe,"WIN10-ADMIN$, SYSTEM",,,,0.0,3.44,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4624
- Processes: C:\Windows\System32\services.exe
- Accounts: WIN10-ADMIN$, SYSTEM
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
This is a routine Logon Type 4 (batch/service logon) by the SYSTEM account, initiated by the local machine account (WIN10-ADMIN$) via services.exe using the Negotiate authentication package. There is no network source, no suspicious process, and no privilege escalation chain — this is normal scheduled/service activity on the host."
claude-opus-4-8,BENIGN-ID4624-Admin RDP from corporate jumpbox.csv,,,processed,NO,100.0,87.5,YES,4624,C:\Windows\System32\winlogon.exe,admin,,10.23.50.10,,0.0,4.19,5.2,5.0,4.0,3,17.2,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4624
- Processes: C:\Windows\System32\winlogon.exe
- Accounts: admin
- Commands: None
- Network: 10.23.50.10
- Registry: None

EXPLANATION:
This is a single successful interactive logon (Type 10, RemoteInteractive/RDP) for the OFFSEC\admin account from workstation JUMP01 via winlogon.exe, which is the expected process for RDP sessions. In isolation there is no failed-logon precursor, privilege escalation chain, or suspicious command activity, so this represents routine remote desktop administrative access rather than an attack."
claude-opus-4-8,BENIGN-ID4624-User SMB read from public share.csv,,,processed,NO,100.0,100.0,YES,4624,,jdoe,,10.23.30.45,,0.0,7.93,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4624
- Processes: None
- Accounts: jdoe
- Commands: None
- Network: 10.23.30.45
- Registry: None

EXPLANATION:
This is a single successful network logon (Type 3) using Kerberos authentication for user jdoe to fileserver01.offsec.lan, which is routine for accessing file shares. There is no privilege escalation, no suspicious process, and no pattern of failed attempts or anomalous behavior present in this isolated event."
claude-opus-4-8,BENIGN-ID4673-Veeam backup uses SeBackupPrivilege.csv,,,processed,NO,100.0,100.0,YES,4673,VeeamAgent.exe,svc-veeam,,,,0.0,3.62,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4673
- Processes: VeeamAgent.exe
- Accounts: svc-veeam
- Commands: None
- Network: None
- Registry: None

EXPLANATION:
The event shows the dedicated Veeam backup service account (svc-veeam) invoking SeBackupPrivilege via the legitimate VeeamAgent.exe on a backup server (bkp01.offsec.lan). This is expected behavior for backup software, which requires SeBackupPrivilege to read files for backup operations, and the account, process, and host all align with routine backup activity."
