# DETECTION BENCHMARK RESULTS - column glossary
# ----------------------------------------------------------------------
# Model               LLM model id used to score this run
# Filename            Source artifact analyzed (EVTX file or CSV stem)
# Difficulty          Tag from metadata.json: easy / medium / hard
# Test Set            A=Known Pattern, B=Obfuscated, C=Noise-heavy, D=Benign
# Status              processed | error | context_exceeded
# Malicious           Model verdict: YES (attack) or NO (routine/benign)
# Confidence %        Heuristic confidence from response structure quality, not model-stated (0-100)
# Alignment %         Share of cited evidence found verbatim in source (0-100)
# Structure Valid     Response parsed cleanly into the required sections
# Event IDs           Event IDs extracted from the model's EVIDENCE block
# Processes           Process names extracted from the model's EVIDENCE block
# Accounts            Account names extracted from the model's EVIDENCE block
# Commands            Command lines / script blocks extracted from EVIDENCE
# Network             IPs / hostnames / shares extracted from EVIDENCE
# Registry            Registry keys / values extracted from EVIDENCE
# Hallucination %     Share of cited evidence not found in source events (0-100)
# Response Time (s)   Wall-clock seconds from prompt sent to response received
# Extraction (6)      Did the model find the right evidence? (0-6)
# Interpretation (6)  Did it correctly explain what the evidence implies? (0-6)
# NoHallucination (4) 4 = no fabricated evidence, 0 = heavy fabrication
# Reasoning (4)       Quality of the chain of reasoning in EXPLANATION (0-4)
# Total (20)          Sum of the four criteria above (0-20)
# Grade               Letter grade from Total: A>=17, B>=14, C>=10, D<10
# LLM Response        Full raw text the model returned, before any parsing
#
# Skip these lines in pandas:  pd.read_csv(path, comment='#')
# ----------------------------------------------------------------------
Model,Filename,Difficulty,Test Set,Status,Malicious,Confidence %,Alignment %,Structure Valid,Event IDs,Processes,Accounts,Commands,Network,Registry,Hallucination %,Response Time (s),Extraction (6),Interpretation (6),NoHallucination (4),Reasoning (4),Total (20),Grade,LLM Response
gpt-5.5-2026-04-23,ID4688-User creation via commandline.evtx,easy,A,processed,YES,100.0,70.0,YES,"4688, 4656, 4728, 4720, 4722, 4732","C:\Windows\System32\net.exe, C:\Windows\System32\net1.exe, C:\Windows\System32\lsass.exe","admmig, toto3","net  user toto3 @#(*kjh@(@Jd /add, C:\Windows\system32\net1  user toto3 @#(*kjh@(@Jd /add","FS03.offsec.lan, FS03",,0.0,22.73,4.2,5.0,4.0,2,15.2,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4688, 4656, 4728, 4720, 4722, 4732
- Processes: C:\Windows\System32\net.exe, C:\Windows\System32\net1.exe, C:\Windows\System32\lsass.exe
- Accounts: admmig, toto3
- Commands: net  user toto3 @#(*kjh@(@Jd /add, C:\Windows\system32\net1  user toto3 @#(*kjh@(@Jd /add
- Network: FS03.offsec.lan, FS03
- Registry: None

EXPLANATION:
The same account, admmig, launched net.exe/net1.exe commands to add the user toto3 with a password, and subsequent events show toto3 was created and enabled. Related group membership events for the same SID immediately followed, indicating a coordinated account creation and group addition sequence rather than isolated routine activity."
gpt-5.5-2026-04-23,"ID472, 4728 Hidden user creation.evtx",easy,B,processed,YES,100.0,75.0,YES,"1102, 4688, 4656, 4728, 4720, 4722, 4738, 4724, 4732, 4733, 4729, 4726, 4660","C:\TOOLS\CreateHiddenAccount_upx_v0.2.exe, C:\Windows\System32\netdom.exe, C:\Windows\System32\lsass.exe, C:\Windows\regedit.exe","admmig, 3teamssixf$, Administrators","CreateHiddenAccount_upx_v0.2.exe  -u 3teamssixf -p Passw0rd, netdom query pdc, regedit /s .sTRmxJkRFoTFaPRXBeavZhjaAYNvpYko.reg",fs03vuln.offsec.lan,,0.0,22.65,4.5,6.0,4.0,3,17.5,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 1102, 4688, 4656, 4728, 4720, 4722, 4738, 4724, 4732, 4733, 4729, 4726, 4660
- Processes: C:\TOOLS\CreateHiddenAccount_upx_v0.2.exe, C:\Windows\System32\netdom.exe, C:\Windows\System32\lsass.exe, C:\Windows\regedit.exe
- Accounts: admmig, 3teamssixf$, Administrators
- Commands: CreateHiddenAccount_upx_v0.2.exe  -u 3teamssixf -p Passw0rd, netdom query pdc, regedit /s .sTRmxJkRFoTFaPRXBeavZhjaAYNvpYko.reg
- Network: fs03vuln.offsec.lan
- Registry: None

EXPLANATION:
The events show the Security log was cleared by admmig, followed by execution of C:\TOOLS\CreateHiddenAccount_upx_v0.2.exe with a command specifying a new user and password. The same activity sequence created and enabled 3teamssixf$, reset and modified it, added it to Administrators, then removed and deleted it, which is consistent with malicious account manipulation and cleanup behavior."
gpt-5.5-2026-04-23,ID4720-4726 Fast created-deleted user.evtx,easy,A,processed,YES,100.0,100.0,YES,"4720, 4726",,"admin-kriss, lambda-user",,rootdc1.offsec.lan,,0.0,6.47,6.0,6.0,4.0,2,18.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4720, 4726
- Processes: None
- Accounts: admin-kriss, lambda-user
- Commands: None
- Network: rootdc1.offsec.lan
- Registry: None

EXPLANATION:
The logs show lambda-user created the account admin-kriss and then deleted the same account shortly afterward. This paired account creation and deletion pattern on the same identifier is suspicious and consistent with temporary account use for stealthy activity."
gpt-5.5-2026-04-23,ID4720-Admin like user created.evtx,easy,A,processed,YES,100.0,100.0,YES,4720,,"admin-kriss, lambda-user",,rootdc1.offsec.lan,,0.0,12.04,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4720
- Processes: None
- Accounts: admin-kriss, lambda-user
- Commands: None
- Network: rootdc1.offsec.lan
- Registry: None

EXPLANATION:
Event ID 4720 shows that the account admin-kriss was created by lambda-user. The newly created account name includes admin, which is suspicious account-creation behavior in the provided event context."
gpt-5.5-2026-04-23,ID4720-Fake computer account created.evtx,easy,A,processed,YES,100.0,100.0,YES,4720,,"FAKE-COMPUTER$, lambda-user, FAKE-COMPUTER$@offsec.lan",,rootdc1.offsec.lan,,0.0,11.45,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4720
- Processes: None
- Accounts: FAKE-COMPUTER$, lambda-user, FAKE-COMPUTER$@offsec.lan
- Commands: None
- Network: rootdc1.offsec.lan
- Registry: None

EXPLANATION:
Event 4720 shows that lambda-user created a new account named FAKE-COMPUTER$ with a machine-style account name. Creating a computer-like account through a user-account creation event is suspicious and consistent with attack behavior involving fake machine accounts."
gpt-5.5-2026-04-23,ID4720-Local user created.evtx,easy,A,processed,YES,100.0,83.3,YES,"4720, 4732",,"hacking-local-acct, admmig",,jump01.offsec.lan,,0.0,7.02,5.0,6.0,4.0,3,18.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4720, 4732
- Processes: None
- Accounts: hacking-local-acct, admmig
- Commands: None
- Network: jump01.offsec.lan
- Registry: None

EXPLANATION:
The logs show that admmig created a new local account named hacking-local-acct and then that account SID was added to the Builtin Users group moments later on jump01.offsec.lan. The account name and immediate account/group modification pattern indicate suspicious account creation activity rather than routine benign activity."
gpt-5.5-2026-04-23,ID4722-Guest account activated.evtx,easy,A,processed,YES,100.0,100.0,YES,4722,,"Guest, admmig",,jump01.offsec.lan,,0.0,4.49,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4722
- Processes: None
- Accounts: Guest, admmig
- Commands: None
- Network: jump01.offsec.lan
- Registry: None

EXPLANATION:
Event ID 4722 shows that the Guest account was enabled on jump01.offsec.lan. Enabling the Guest account is suspicious because it can provide unauthorized or low-friction access, especially when performed by admmig rather than as part of clearly documented routine activity."
gpt-5.5-2026-04-23,ID4741-Computer account created with privileges.evtx,easy,A,processed,YES,100.0,100.0,YES,4741,,"compnay-88$, hack1",,rootdc1.offsec.lan,,0.0,6.59,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4741
- Processes: None
- Accounts: compnay-88$, hack1
- Commands: None
- Network: rootdc1.offsec.lan
- Registry: None

EXPLANATION:
Event 4741 shows that the account hack1 created a new computer account named compnay-88$ using SeMachineAccountPrivilege. Creation of a new machine account by a non-machine account is consistent with suspicious account-creation activity and may indicate attack behavior."
gpt-5.5-2026-04-23,ID4742-4743-Fast created & deleted computer account.evtx,easy,A,processed,YES,100.0,100.0,YES,"4742, 4743",,"HIDDEN-PC$, ANONYMOUS LOGON, lambda-user",,rootdc1.offsec.lan,,0.0,12.22,6.0,6.0,4.0,2,18.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4742, 4743
- Processes: None
- Accounts: HIDDEN-PC$, ANONYMOUS LOGON, lambda-user
- Commands: None
- Network: rootdc1.offsec.lan
- Registry: None

EXPLANATION:
The logs show rapid sequential changes to the same computer account HIDDEN-PC$, including a password set, a UserAccountControl change by lambda-user, and then deletion of the account by lambda-user seconds later. This pattern of computer account modification followed immediately by removal is suspicious and consistent with attack-related account manipulation rather than routine activity."
gpt-5.5-2026-04-23,ID3-59-60-BITS job created.evtx,easy,A,processed,YES,100.0,83.3,YES,"3, 310, 59, 60, 4",C:\Windows\System32\bitsadmin.exe,OFFSEC\admmig,,"jump01.offsec.lan, www.ma-neobanque.com",,0.0,12.58,5.0,6.0,4.0,3,18.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 3, 310, 59, 60, 4
- Processes: C:\Windows\System32\bitsadmin.exe
- Accounts: OFFSEC\admmig
- Commands: None
- Network: jump01.offsec.lan, www.ma-neobanque.com
- Registry: None

EXPLANATION:
The events show a BITS job named hackingarticles created by C:\Windows\System32\bitsadmin.exe under OFFSEC\admmig, followed by transfer activity and completion. The job downloaded content from https://www.ma-neobanque.com/wp-content/uploads/2020/11/carte-max-premium.jpg, which is suspicious use of BITSAdmin for external file retrieval."
gpt-5.5-2026-04-23,ID4688-BITS transfer initiated.evtx,easy,A,processed,YES,100.0,90.0,YES,4688,"C:\Windows\System32\bitsadmin.exe, C:\Windows\System32\cmd.exe, C:\Windows\System32\dllhost.exe, C:\Windows\System32\svchost.exe","admmig, JUMP01$","bitsadmin  /transfer hackingarticles https://www.ma-neobanque.com/wp-content/uploads/2020/11/carte-max-premium.jpg c:\ignite.png, C:\Windows\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}","jump01.offsec.lan, www.ma-neobanque.com",,0.0,11.62,5.4,6.0,4.0,3,18.4,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4688
- Processes: C:\Windows\System32\bitsadmin.exe, C:\Windows\System32\cmd.exe, C:\Windows\System32\dllhost.exe, C:\Windows\System32\svchost.exe
- Accounts: admmig, JUMP01$
- Commands: bitsadmin  /transfer hackingarticles https://www.ma-neobanque.com/wp-content/uploads/2020/11/carte-max-premium.jpg c:\ignite.png, C:\Windows\system32\DllHost.exe /Processid:{AB8902B4-09CA-4BB6-B78D-A8F59079A8D5}
- Network: jump01.offsec.lan, www.ma-neobanque.com
- Registry: None

EXPLANATION:
The logs show admmig launching C:\Windows\System32\bitsadmin.exe from C:\Windows\System32\cmd.exe to transfer a file from https://www.ma-neobanque.com/wp-content/uploads/2020/11/carte-max-premium.jpg to c:\ignite.png. Use of bitsadmin for external file transfer is suspicious and consistent with malicious download behavior."
gpt-5.5-2026-04-23,ID60-High volume file downloaded with BITS.evtx,easy,A,processed,NO,100.0,83.3,YES,"3, 5, 59, 60",,OFFSEC\admmig,,"FS03.offsec.lan, releases.ubuntu.com",,0.0,9.36,5.0,5.0,4.0,2,16.0,B,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 3, 5, 59, 60
- Processes: None
- Accounts: OFFSEC\admmig
- Commands: None
- Network: FS03.offsec.lan, releases.ubuntu.com
- Registry: None

EXPLANATION:
The events show a BITS Transfer owned by OFFSEC\admmig downloading ubuntu-20.04.3-desktop-amd64.iso from releases.ubuntu.com. There are no process executions, commands, registry changes, or other indicators in the provided logs showing attack behavior."
gpt-5.5-2026-04-23,ID800-4103-4104-PowerShell BITS job started.evtx,medium,B,processed,YES,100.0,63.3,YES,"800, 4104, 4103",C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,OFFSEC\admmig,"RequiredAssemblies=Join-Path $psScriptRoot ""Microsoft.BackgroundIntelligentTransfer.Management.Interop.dll"", Start-BitsTransfer -Priority foreground -Source https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1197/T1197.md -Destination C:\Users\bits.ps1, CommandInvocation(Out-Default): ""Out-Default"", prompt",raw.githubusercontent.com,,0.0,14.10,3.8,5.0,4.0,2,14.8,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 800, 4104, 4103
- Processes: C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
- Accounts: OFFSEC\admmig
- Commands: RequiredAssemblies=Join-Path $psScriptRoot ""Microsoft.BackgroundIntelligentTransfer.Management.Interop.dll"", Start-BitsTransfer -Priority foreground -Source https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1197/T1197.md -Destination C:\Users\bits.ps1, CommandInvocation(Out-Default): ""Out-Default"", prompt
- Network: raw.githubusercontent.com
- Registry: None

EXPLANATION:
The logs show OFFSEC\admmig using C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe to run Start-BitsTransfer and download content from raw.githubusercontent.com to C:\Users\bits.ps1. The downloaded path and the source URL containing atomics/T1197 indicate use of BITS transfer behavior associated with T1197 rather than routine administrative activity."
gpt-5.5-2026-04-23,ID11-Exchange transport config modified.evtx,easy,A,processed,NO,100.0,100.0,YES,11,C:\Program Files\Notepad++\notepad++.exe,,,exchange01.offsec.lan,,0.0,11.83,6.0,1.0,4.0,1,12.0,C,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 11
- Processes: C:\Program Files (x86)\Notepad++\notepad++.exe
- Accounts: None
- Commands: None
- Network: exchange01.offsec.lan
- Registry: None

EXPLANATION:
Sysmon Event ID 11 shows C:\Program Files (x86)\Notepad++\notepad++.exe creating or modifying E:\Exchange2016\TransportRoles\Shared\agents.config. No command line, account, registry, or network activity is present, so this single file event is insufficient to identify attack behavior."
gpt-5.5-2026-04-23,ID6-Failed to install an Exchange transport agent.evtx,easy,A,processed,YES,100.0,100.0,YES,6,w3wp#MSExchangePowerShellAppPool,offsec.lan/OFFSEC-COMPANY/Administrators/admmig,"Install-TransportAgent, -Name ""Evil"" -AssemblyPath "".\NetshHelperBeacon.dll"" -TransportAgentFactory ""hack"" | Enable-TransportAgent, -Identity ""hack""","exchange01.offsec.lan, rootdc1.offsec.lan",,0.0,11.09,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 6
- Processes: w3wp#MSExchangePowerShellAppPool
- Accounts: offsec.lan/OFFSEC-COMPANY/Administrators/admmig
- Commands: Install-TransportAgent, -Name ""Evil"" -AssemblyPath "".\NetshHelperBeacon.dll"" -TransportAgentFactory ""hack""; Enable-TransportAgent, -Identity ""hack""
- Network: exchange01.offsec.lan, rootdc1.offsec.lan
- Registry: None

EXPLANATION:
The events show repeated attempts by offsec.lan/OFFSEC-COMPANY/Administrators/admmig to install an Exchange Transport Agent named ""Evil"" using "".\NetshHelperBeacon.dll"" with factory ""hack"", followed by attempts to enable the ""hack"" transport agent. Although the commands failed because the assembly and agent were not found, the pattern indicates malicious Exchange persistence or code execution behavior through transport agent installation."
gpt-5.5-2026-04-23,ID11715-SQL Server started in single mode for psw recovery.evtx,easy,A,processed,NO,100.0,100.0,YES,17115,,,"-s ""RADAR"", -m",mssql01.offsec.lan,,16.7,10.99,6.0,1.0,3.3,2,12.3,C,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 17115
- Processes: None
- Accounts: None
- Commands: -s ""RADAR"", -m
- Network: mssql01.offsec.lan
- Registry: None

EXPLANATION:
The event shows MSSQL$RADAR startup parameters including -s ""RADAR"" and -m. This indicates SQL Server was started with these parameters, but there is no additional event context showing unauthorized access, privilege escalation, or malicious activity."
gpt-5.5-2026-04-23,ID15457-SQL server CLR lateral movement.evtx,easy,A,processed,YES,100.0,100.0,YES,15457,,,"show advanced options, 1, 1 | clr enabled, 0, 1",mssql01.offsec.lan,,0.0,11.47,6.0,6.0,4.0,2,18.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 15457
- Processes: None
- Accounts: None
- Commands: show advanced options, 1, 1; clr enabled, 0, 1
- Network: mssql01.offsec.lan
- Registry: None

EXPLANATION:
The events show SQL Server advanced options being enabled followed shortly by CLR being enabled on the same host. This pattern can support execution of custom CLR code inside SQL Server and is suspicious as an attack-enabling configuration change."
gpt-5.5-2026-04-23,ID15457-SQL Server CMDshell enabled.evtx,easy,A,processed,YES,100.0,88.9,YES,"15457, 33205",,"OFFSEC\admmig, dbo","xp_cmdshell, 0, 1, RECONFIGURE",mssql01.offsec.lan,,0.0,8.75,5.3,6.0,4.0,2,17.3,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 15457, 33205
- Processes: None
- Accounts: OFFSEC\admmig, dbo
- Commands: xp_cmdshell, 0, 1, RECONFIGURE;
- Network: mssql01.offsec.lan
- Registry: None

EXPLANATION:
The events show xp_cmdshell being changed from 0 to 1 and then a successful RECONFIGURE statement by OFFSEC\admmig. Enabling xp_cmdshell in SQL Server is commonly associated with attack behavior because it allows command execution through SQL Server."
gpt-5.5-2026-04-23,ID4688-SQL Server started in single mode for psw recovery.evtx,easy,A,processed,YES,100.0,100.0,YES,4688,"C:\Windows\System32\net.exe, C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe, C:\Windows\System32\net1.exe, C:\Windows\System32\dllhost.exe, C:\Windows\System32\svchost.exe, C:\Program Files\Microsoft SQL Server\MSSQL12.RADAR\MSSQL\Binn\sqlservr.exe, C:\Windows\System32\services.exe","admmig, MSSQL01$, Svc-SQL-DB01","""C:\Windows\system32\net.exe"" start MSSQL$RADAR /m, C:\Windows\system32\net1 start MSSQL$RADAR /m, C:\Windows\system32\DllHost.exe /Processid:{E10F6C3A-F1AE-4ADC-AA9D-2FE65525666E}, ""C:\Program Files\Microsoft SQL Server\MSSQL12.RADAR\MSSQL\Binn\sqlservr.exe"" -sRADAR",mssql01.offsec.lan,,0.0,11.39,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4688
- Processes: C:\Windows\System32\net.exe, C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe, C:\Windows\System32\net1.exe, C:\Windows\System32\dllhost.exe, C:\Windows\System32\svchost.exe, C:\Program Files\Microsoft SQL Server\MSSQL12.RADAR\MSSQL\Binn\sqlservr.exe, C:\Windows\System32\services.exe
- Accounts: admmig, MSSQL01$, Svc-SQL-DB01
- Commands: ""C:\Windows\system32\net.exe"" start MSSQL$RADAR /m, C:\Windows\system32\net1 start MSSQL$RADAR /m, C:\Windows\system32\DllHost.exe /Processid:{E10F6C3A-F1AE-4ADC-AA9D-2FE65525666E}, ""C:\Program Files\Microsoft SQL Server\MSSQL12.RADAR\MSSQL\Binn\sqlservr.exe"" -sRADAR
- Network: mssql01.offsec.lan
- Registry: None

EXPLANATION:
The account admmig used PowerShell to launch net.exe and net1.exe to start MSSQL$RADAR with the /m option. This was immediately followed by sqlservr.exe starting for the RADAR instance under Svc-SQL-DB01, indicating a deliberate SQL Server service restart into single-user mode rather than routine activity."
gpt-5.5-2026-04-23,ID4688-sqlcmd tool abuse in SQL Server.evtx,easy,A,processed,NO,100.0,100.0,YES,4688,"C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\110\Tools\Binn\SQLCMD.EXE, C:\Windows\System32\cmd.exe",admmig,"sqlcmd  -S .\RADAR,2020",mssql01.offsec.lan,,0.0,8.59,6.0,5.0,4.0,2,17.0,A,"MALICIOUS: NO

EVIDENCE:
- Event IDs: 4688
- Processes: C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\110\Tools\Binn\SQLCMD.EXE, C:\Windows\System32\cmd.exe
- Accounts: admmig
- Commands: sqlcmd  -S .\RADAR,2020
- Network: mssql01.offsec.lan
- Registry: None

EXPLANATION:
This event shows admmig launching SQLCMD.EXE from cmd.exe with the command sqlcmd  -S .\RADAR,2020. In isolation, this appears consistent with SQL administration activity, and there are no additional events or commands in the provided data showing an attack pattern."
gpt-5.5-2026-04-23,ID13-New service for Mimikatz.evtx,easy,A,processed,YES,100.0,83.3,YES,13,C:\Windows\system32\services.exe,,,jump01.offsec.lan,"HKLM\System\CurrentControlSet\Services\mimidrv\Start, HKLM\System\CurrentControlSet\Services\mimidrv\ImagePath",0.0,6.48,5.0,5.0,4.0,2,16.0,B,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 13
- Processes: C:\Windows\system32\services.exe
- Accounts: None
- Commands: None
- Network: jump01.offsec.lan
- Registry: HKLM\System\CurrentControlSet\Services\mimidrv\Start, HKLM\System\CurrentControlSet\Services\mimidrv\ImagePath

EXPLANATION:
services.exe set registry values for a service named mimidrv, including its Start value and ImagePath. The ImagePath points to \??\C:\TOOLS\Security_tool\Mimikatz-fev-2020\mimidrv.sys, indicating installation or configuration of a Mimikatz driver service."
gpt-5.5-2026-04-23,ID4688-4697 RDP hijack via service creation.evtx,easy,A,processed,YES,100.0,87.5,YES,"1102, 4688, 4697","C:\Windows\System32\sc.exe, C:\Windows\System32\cmd.exe, cmd.exe","admmig, LocalSystem","sc.exe  create hijackservice binpath= ""cmd.exe /k tscon 2 /dest:rdp-tcp#5"", cmd.exe /k tscon 2 /dest:rdp-tcp#5",fs01.offsec.lan,,0.0,10.10,5.2,6.0,4.0,4,19.2,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 1102, 4688, 4697
- Processes: C:\Windows\System32\sc.exe, C:\Windows\System32\cmd.exe, cmd.exe
- Accounts: admmig, LocalSystem
- Commands: sc.exe  create hijackservice binpath= ""cmd.exe /k tscon 2 /dest:rdp-tcp#5"", cmd.exe /k tscon 2 /dest:rdp-tcp#5
- Network: fs01.offsec.lan
- Registry: None

EXPLANATION:
The logs show the Security event log was cleared by admmig, followed immediately by sc.exe creating hijackservice. The service is configured to run cmd.exe /k tscon 2 /dest:rdp-tcp#5 as LocalSystem, indicating suspicious service creation for session manipulation after log clearing."
gpt-5.5-2026-04-23,ID4688-Command SC to create service on remote host.evtx,easy,A,processed,YES,100.0,100.0,YES,4688,"C:\Windows\System32\sc.exe, C:\Windows\System32\cmd.exe, virus.exe",admmig,"sc  \\fs02\ create hacker-testl binPath=""virus.exe""","jump01.offsec.lan, fs02",,0.0,6.95,6.0,6.0,4.0,3,19.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4688
- Processes: C:\Windows\System32\sc.exe, C:\Windows\System32\cmd.exe, virus.exe
- Accounts: admmig
- Commands: sc  \\fs02\ create hacker-testl binPath=""virus.exe""
- Network: jump01.offsec.lan, fs02
- Registry: None

EXPLANATION:
The event shows admmig launching sc.exe from cmd.exe to create a service named hacker-testl on \\fs02\ with binPath=""virus.exe"". Remote service creation pointing to an executable named virus.exe is attack behavior rather than routine administrative activity."
gpt-5.5-2026-04-23,ID4688-Service abuse with Failure Command.evtx,easy,A,processed,YES,100.0,100.0,YES,4688,"C:\Windows\System32\reg.exe, C:\Windows\System32\cmd.exe, C:\Windows\System32\sc.exe, C:\tmp\pentestlab.exe, c:\Windows\system32\pentestlab.exe",admmig,"REG  ADD ""HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\W32Time"" /v FailureCommand /t REG_SZ /d ""C:\tmp\pentestlab.exe"", sc  failure W32Time command= ""\""c:\Windows\system32\pentestlab.exe\""""",win10-02.offsec.lan,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\W32Time,0.0,9.35,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4688
- Processes: C:\Windows\System32\reg.exe, C:\Windows\System32\cmd.exe, C:\Windows\System32\sc.exe, C:\tmp\pentestlab.exe, c:\Windows\system32\pentestlab.exe
- Accounts: admmig
- Commands: REG  ADD ""HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\W32Time"" /v FailureCommand /t REG_SZ /d ""C:\tmp\pentestlab.exe"", sc  failure W32Time command= ""\""c:\Windows\system32\pentestlab.exe\""""
- Network: win10-02.offsec.lan
- Registry: HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\W32Time

EXPLANATION:
The events show admmig using reg.exe and sc.exe from cmd.exe to modify the W32Time service failure behavior. The commands set a FailureCommand to execute pentestlab.exe, which is a suspicious persistence or privilege execution technique through service failure configuration."
gpt-5.5-2026-04-23,ID4688-Service abuse with malicious path.evtx,easy,A,processed,YES,100.0,100.0,YES,4688,"C:\Windows\System32\sc.exe, C:\Windows\System32\cmd.exe, C:\Windows\System32\reg.exe, C:\Users\admmig\AppData\Local\Microsoft\OneDrive\21.180.0905.0007\FileCoAuth.exe, C:\Windows\System32\svchost.exe","admmig, WIN10-02$","sc  config xboxgip binPath= ""C:\windows\system32\pentestlab.exe"", reg  add ""HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\xboxgip"" /v ImagePath /t REG_SZ /d ""C:\tmp\pentestlab.exe"", ""C:\Users\admmig\AppData\Local\Microsoft\OneDrive\21.180.0905.0007\FileCoAuth.exe"" -Embedding",win10-02.offsec.lan,HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\xboxgip,0.0,13.10,6.0,6.0,4.0,4,20.0,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4688
- Processes: C:\Windows\System32\sc.exe, C:\Windows\System32\cmd.exe, C:\Windows\System32\reg.exe, C:\Users\admmig\AppData\Local\Microsoft\OneDrive\21.180.0905.0007\FileCoAuth.exe, C:\Windows\System32\svchost.exe
- Accounts: admmig, WIN10-02$
- Commands: sc  config xboxgip binPath= ""C:\windows\system32\pentestlab.exe"", reg  add ""HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\xboxgip"" /v ImagePath /t REG_SZ /d ""C:\tmp\pentestlab.exe"", ""C:\Users\admmig\AppData\Local\Microsoft\OneDrive\21.180.0905.0007\FileCoAuth.exe"" -Embedding
- Network: win10-02.offsec.lan
- Registry: HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\xboxgip

EXPLANATION:
The account admmig ran sc.exe and reg.exe from cmd.exe to modify the xboxgip service ImagePath/binPath to execute pentestlab.exe. This pattern indicates malicious service configuration/hijacking for persistence or execution rather than routine activity."
gpt-5.5-2026-04-23,ID4688-Service created (command).evtx,easy,A,processed,YES,100.0,87.5,YES,4688,"C:\Windows\System32\sc.exe, C:\Windows\System32\taskhostex.exe","admmig, FS03$","sc  create hacker-testl3 binPath=""3virus.exe"" , taskhostex.exe",FS03.offsec.lan,,0.0,8.59,5.2,6.0,4.0,3,18.2,A,"MALICIOUS: YES

EVIDENCE:
- Event IDs: 4688
- Processes: C:\Windows\System32\sc.exe, C:\Windows\System32\taskhostex.exe
- Accounts: admmig, FS03$
- Commands: sc  create hacker-testl3 binPath=""3virus.exe"" , taskhostex.exe 
- Network: FS03.offsec.lan
- Registry: None

EXPLANATION:
The command line shows admmig running sc.exe to create a service named hacker-testl3 with binPath=""3virus.exe"", which is suspicious service creation behavior. The subsequent process creation as FS03$ is less specific by itself, but the service creation command is enough to indicate malicious activity."
